단지코드,총세대수,아파트비율,상가비율,공가수,지하철역,버스정류장,단지내주차면수,등록차량수,전용면적_15_비율,전용면적_20_비율,전용면적_25_비율,전용면적_30_비율,전용면적_35_비율,전용면적_40_비율,전용면적_45_비율,전용면적_50_비율,전용면적_55_비율,전용면적_60_비율,전용면적_65_비율,전용면적_70_비율,전용면적_75_비율,전용면적_80_비율,초장기비율,장기비율,단기비율,ABEGH비율,A비율,ACEFI비율,D비율,JKLMNO비율,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자),1인당자동차,연면적,평균분양가격,총면적,규모별가격,자전거도로비율,운전면허소지자비율,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,서울특별시,세종특별자치시,울산광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도
C1048,368.0,1.0,0.0,15.0,0.0,3.0,333.0,243.0,0.0,0.0,0.4782608695652174,0.0,0.34782608695652173,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0380295510312011,0.0395072322124127,0.052545824319262,0.0539898039998496,0.0584837694869205,0.059894047666884,0.0723311976087489,0.0687043976569679,0.0832077088294043,0.0783546927395301,0.0773449439323688,0.0648585379511302,0.0742366286055744,0.0584189589087972,0.0424224120163996,0.0327254533175886,0.025136134619348,0.012354192401867,0.0053896476767352,0.0017071106277682,0.0002903513899924,6.740300124825174e-05,0.4354862124165368,126879,4493,11760.0,52837680.0,0.23638242053310982,0.2771132081245748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1049,676.0,1.0,0.0,18.0,0.0,3.0,658.0,762.0,0.0,0.0,0.0,0.0,0.5754437869822485,0.0,0.0,0.4245562130177515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0319936441479501,0.0345662509300477,0.0498505618119222,0.0502541079738199,0.0650844294235595,0.0668751655169804,0.0668877763345397,0.0644160560929165,0.0800282482313328,0.0791833234548595,0.0799021400557398,0.067442652307149,0.0759297325245595,0.0595861129677037,0.0485516476033141,0.0317540386143233,0.0297489186223942,0.0103408703986279,0.006343241232329,0.0008953680467104,0.0003531028916604,1.261081755930237e-05,0.4643294600361972,13393,3834,27965.0,107217810.0,0.027731388053687505,0.02993443575982757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1056,410.0,0.975609756097561,0.024390243902439025,0.0,0.0,7.0,120.0,125.0,0.0,0.0,0.4878048780487805,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.024390243902439025,0.0,0.0,0.975609756097561,0.024390243902439025,0.0,0.0346901206790754,0.036694620576805,0.0600940887707097,0.063080384536715,0.069134792391082,0.069666598486398,0.0508079361832685,0.048026181223154,0.0805481693597872,0.0725301697688688,0.088402536305993,0.0689302515851912,0.0742483125383514,0.0557169155246471,0.0479443649007977,0.0330537942319492,0.0268357537328697,0.0113315606463489,0.0068316629167518,0.0009817958682757,0.0003681734506033,8.181632235631008e-05,0.888561511440575,1327,3882,11300.0,43866600.0,0.056314772365635535,0.014486876004620031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C1057,521.0,1.0,0.0,24.0,0.0,4.0,521.0,521.0,0.0,0.0,0.0,0.0,0.2571976967370441,0.0,0.2591170825335892,0.4836852207293666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0301581413242103,0.0331945646648255,0.0563455752030007,0.0613604825302611,0.0600964510943489,0.0678592528475056,0.0534328071115507,0.0495720154431666,0.0836596457964085,0.0726131102043059,0.0871494717172966,0.0721459681519036,0.0826841432752153,0.0638885454020856,0.0477171867056867,0.0301718807963398,0.0293612519407004,0.0112114092576563,0.0055782256845691,0.0015525603506313,0.0002335710262011,1.3739472129480785e-05,0.5425172441215439,18029,2914,23365.0,68085610.0,0.09194138165113688,0.05465928049288207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C1059,514.0,1.0,0.0,7.0,0.0,7.0,362.0,246.0,0.0,0.0,0.0,0.0,0.4980544747081712,0.0,0.5019455252918288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0280893692743689,0.029064786133263,0.059684966717195,0.0600804059843142,0.0662624398602781,0.0703222830027021,0.052026626243986,0.0465959269755486,0.077005206617017,0.0666446978184933,0.0814077637909444,0.0743821261451262,0.0766361299677057,0.0680419165623146,0.0510248467672839,0.0357477097475779,0.0350491003756673,0.0126408752389112,0.0072233572793778,0.0018981084821722,0.0001581757068476,1.3181308903974163e-05,0.5107770173130495,10146,2468,20570.0,50766760.0,0.059367199905072866,0.03599223106282621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C1065,938.0,1.0,0.0,37.0,0.0,3.0,1117.0,1255.0,0.0,0.0,0.31769722814498935,0.26865671641791045,0.0,0.0,0.4136460554371002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0301581413242103,0.0331945646648255,0.0563455752030007,0.0613604825302611,0.0600964510943489,0.0678592528475056,0.0534328071115507,0.0495720154431666,0.0836596457964085,0.0726131102043059,0.0871494717172966,0.0721459681519036,0.0826841432752153,0.0638885454020856,0.0477171867056867,0.0301718807963398,0.0293612519407004,0.0112114092576563,0.0055782256845691,0.0015525603506313,0.0002335710262011,1.3739472129480785e-05,0.5425172441215439,18029,2914,32470.0,94617580.0,0.09194138165113688,0.05465928049288207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C1068,805.0,1.0,0.0,11.0,0.0,2.0,804.0,510.0,0.0,0.0,0.0,0.0,0.40993788819875776,0.3130434782608696,0.1639751552795031,0.11304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0313686779363577,0.0317114300991239,0.0590767627743731,0.0624220238829707,0.0679746089197822,0.0726223282468912,0.0650954907525466,0.0673028146807606,0.0788604176092351,0.0734175132645087,0.0792991403775757,0.0691673864462084,0.0702779034535708,0.0576920440367978,0.0422956168853425,0.0286815009802711,0.0245136346810348,0.0108995187759634,0.0054291942582157,0.0015492397757029,0.0002193613841703,0.0001233907785958,0.5264925656010311,7879,2640,32120.0,84796800.0,0.05396171970748688,0.04302531362577845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C1077,861.0,1.0,0.0,21.0,0.0,5.0,612.0,236.0,0.0,0.0,0.0,0.0,0.29965156794425085,0.0,0.32171893147502906,0.3786295005807201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0274003984063745,0.026902390438247,0.0532569721115537,0.0555677290836653,0.0649203187250996,0.070617529880478,0.056414342629482,0.0575498007968127,0.0770916334661354,0.0675996015936254,0.0868725099601593,0.0725697211155378,0.0872011952191235,0.0695617529880478,0.0483565737051792,0.0332768924302788,0.0273605577689243,0.0112948207171314,0.004910358565737,0.0010856573705179,0.0001792828685258,9.9601593625498e-06,0.511963082812375,28415,3063,37795.0,115766085.0,0.07836059483762386,0.06795467239444429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1084,280.0,1.0,0.0,2.0,0.0,2.0,280.0,226.0,0.0,0.0,0.0,0.0,0.34285714285714286,0.0,0.4857142857142857,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0301581413242103,0.0331945646648255,0.0563455752030007,0.0613604825302611,0.0600964510943489,0.0678592528475056,0.0534328071115507,0.0495720154431666,0.0836596457964085,0.0726131102043059,0.0871494717172966,0.0721459681519036,0.0826841432752153,0.0638885454020856,0.0477171867056867,0.0301718807963398,0.0293612519407004,0.0112114092576563,0.0055782256845691,0.0015525603506313,0.0002335710262011,1.3739472129480785e-05,0.5425172441215439,18029,2914,12120.0,35317680.0,0.09194138165113688,0.05465928049288207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C1085,525.0,1.0,0.0,4.0,0.0,2.0,422.0,521.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.4857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0380295510312011,0.0395072322124127,0.052545824319262,0.0539898039998496,0.0584837694869205,0.059894047666884,0.0723311976087489,0.0687043976569679,0.0832077088294043,0.0783546927395301,0.0773449439323688,0.0648585379511302,0.0742366286055744,0.0584189589087972,0.0424224120163996,0.0327254533175886,0.025136134619348,0.012354192401867,0.0053896476767352,0.0017071106277682,0.0002903513899924,6.740300124825174e-05,0.4354862124165368,126879,4493,20925.0,94016025.0,0.23638242053310982,0.2771132081245748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1089,368.0,1.0,0.0,14.0,0.0,2.0,285.0,309.0,0.0,0.0,0.0,0.0,0.625,0.0,0.23641304347826086,0.13858695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0319298768868784,0.0346473132176765,0.0591539493960332,0.0633792314957498,0.0655167271461947,0.070338519659989,0.0579774983016022,0.0534705307285711,0.0783582707825885,0.0757236831204122,0.0799655349538532,0.0777948998359596,0.0714652615532468,0.0623519080048383,0.042534506470481,0.0307037165912743,0.0273400606452254,0.009312190353101,0.0059651041407764,0.0014581365677453,0.0001491276035194,0.0004639525442826,0.565213017292354,10220,2452,14515.0,35590780.0,0.05786236989971015,0.03571158406505299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C1102,522.0,1.0,0.0,21.0,0.0,7.0,525.0,417.0,0.0,0.0,0.0,0.0,0.3448275862068966,0.0,0.4827586206896552,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02888758487719,0.0306815324000335,0.0512867801156844,0.0527118786151395,0.0603738787827982,0.0631570123229105,0.0598206052477156,0.0543214016262888,0.0762008550590996,0.0680023472210579,0.0872663257607511,0.0721770475312264,0.0884231704250146,0.0700142509849945,0.0477324167993964,0.032760499622768,0.0335149635342442,0.0130270768714896,0.0076284684382597,0.0016765864699471,0.0003185514292899,1.6765864699471876e-05,0.5077515306499765,15551,2510,22140.0,55571400.0,0.069765160145527,0.031322418194466885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1103,935.0,1.0,0.0,31.0,0.0,2.0,939.0,787.0,0.0,0.0,0.2877005347593583,0.0,0.24812834224598931,0.0,0.28663101604278074,0.17754010695187167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02888758487719,0.0306815324000335,0.0512867801156844,0.0527118786151395,0.0603738787827982,0.0631570123229105,0.0598206052477156,0.0543214016262888,0.0762008550590996,0.0680023472210579,0.0872663257607511,0.0721770475312264,0.0884231704250146,0.0700142509849945,0.0477324167993964,0.032760499622768,0.0335149635342442,0.0130270768714896,0.0076284684382597,0.0016765864699471,0.0003185514292899,1.6765864699471876e-05,0.5077515306499765,15551,2510,35205.0,88364550.0,0.069765160145527,0.031322418194466885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1109,1957.0,0.9897802759325498,0.010219724067450179,1.0,1.0,2.0,351.0,313.0,0.0,0.004087889626980072,0.7634133878385284,0.23096576392437404,0.000510986203372509,0.0,0.0,0.000510986203372509,0.0,0.0,0.0,0.0,0.0,0.000510986203372509,0.9897802759325498,0.0,0.010219724067450179,0.0,0.0,0.9897802759325498,0.010219724067450179,0.0,0.0220030990280321,0.0229468939287223,0.0326806592477813,0.035512043949852,0.0537963093393435,0.0572334131567826,0.0470488801239611,0.0488660374700662,0.0619523876602338,0.0607691224116072,0.082898999859135,0.0688547682772221,0.1092970840963516,0.0852937033384983,0.078743484997887,0.0533878010987463,0.0479081560783208,0.0202282011550922,0.0080433863924496,0.0022397520777574,0.0002676433300464,2.817298211015636e-05,0.40868423573329865,22752,3884,51235.0,198996740.0,0.019337631609732044,0.06449149882664047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C1122,808.0,1.0,0.0,7.0,2.0,2.0,728.0,1077.0,0.0,0.0,0.0,0.0,0.27103960396039606,0.0,0.7289603960396039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0237646955798323,0.0256255883705147,0.0340981237822098,0.037896534360838,0.0625588370514701,0.0682509797053221,0.0618254263633776,0.071206515314053,0.0700899796396435,0.06797731900081,0.0928913895395932,0.0723996759857258,0.0945114609103049,0.0731330866738183,0.0559143551459158,0.0365720165509994,0.0318869452897519,0.0125555531230159,0.0053637498084375,0.0012588392407557,0.0002189285636096,0.0,0.48816196348610824,9171,4372,34170.0,149391240.0,0.04367612905227576,0.05077211836981609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C1129,1444.0,1.0,0.0,2.0,1.0,7.0,1275.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0380295510312011,0.0395072322124127,0.052545824319262,0.0539898039998496,0.0584837694869205,0.059894047666884,0.0723311976087489,0.0687043976569679,0.0832077088294043,0.0783546927395301,0.0773449439323688,0.0648585379511302,0.0742366286055744,0.0584189589087972,0.0424224120163996,0.0327254533175886,0.025136134619348,0.012354192401867,0.0053896476767352,0.0017071106277682,0.0002903513899924,6.740300124825174e-05,0.4354862124165368,126879,4493,76380.0,343175340.0,0.23638242053310982,0.2771132081245748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
